sampling,dataset,model,split,identity,task,seed,status,error,n_features,n_classes,n_train,n_val,n_test,classes_missing_in_train,classes_missing_in_val,classes_missing_in_test,n_entities_train,n_entities_val,n_entities_test,best_epoch,epochs_run,val_macro_f1,runtime_sec,test_accuracy,test_macro_f1,test_weighted_f1,test_binary_f1,test_macro_precision,test_macro_recall,test_fpr,test_support_test,test_n_classes_present,test_macro_f1_learnable,test_n_classes_learnable,identity_semantics,n_nodes,test_unseen_node_share,shuffle_labels,val_uninformative,source_file
entity,NF-BoT-IoT-v2,xgboost,random,keep,binary,42,ok,,43.0,2.0,674497.0,144536.0,144534.0,0.0,0.0,0.0,18.0,14.0,18.0,597.0,597.0,0.998939147653346,22.3,0.9995779539762272,0.9991252410042876,0.9995781586129224,0.9997545380284978,0.9986419086698446,0.9996099500437408,0.0003455936805726,144534.0,2.0,0.9991252410042876,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,mlp,random,keep,binary,42,ok,,43.0,2.0,674497.0,144536.0,144534.0,0.0,0.0,0.0,18.0,14.0,18.0,46.0,57.0,0.9888236693334648,532.8,0.994644858649176,0.989060088678863,0.9946857433966056,0.996876538526727,0.9817588196447438,0.9967000801576344,0.0004443347321648,144534.0,2.0,0.989060088678863,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,transformer,random,keep,binary,42,ok,,43.0,2.0,674497.0,144536.0,144534.0,0.0,0.0,0.0,18.0,14.0,18.0,8.0,19.0,0.987976094868258,351.9,0.9941882186890282,0.9881411163017676,0.9942359111737024,0.9966094032549728,0.9803213627088332,0.9963519003432584,0.0006418168353492,144534.0,2.0,0.9881411163017676,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,autoencoder,random,keep,binary,42,ok,,43.0,2.0,674497.0,144536.0,144534.0,0.0,0.0,0.0,18.0,14.0,18.0,30.0,41.0,0.9886295305217782,373.8,0.9945064829036766,0.9887819347405098,0.9945495079441096,0.9967955702996988,0.9813006374815044,0.9966196160406072,0.0004443347321648,144534.0,2.0,0.9887819347405098,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,xgboost,random,drop,binary,42,ok,,39.0,2.0,674497.0,144536.0,144534.0,0.0,0.0,0.0,18.0,14.0,18.0,598.0,598.0,0.9954054392589028,12.8,0.9979036074556852,0.9956743218292292,0.9979093010407332,0.9987796675701692,0.993003317772932,0.9983883895431536,0.0009380399901258,144534.0,2.0,0.9956743218292292,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,mlp,random,drop,binary,42,ok,,39.0,2.0,674497.0,144536.0,144534.0,0.0,0.0,0.0,18.0,14.0,18.0,21.0,32.0,0.9867927572213596,288.8,0.9938215229634548,0.9874032884174851,0.99387471326807,0.9963948761218072,0.9792219400256224,0.9960146980908566,0.0009380399901258,144534.0,2.0,0.9874032884174851,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,transformer,random,drop,binary,42,ok,,39.0,2.0,674497.0,144536.0,144534.0,0.0,0.0,0.0,18.0,14.0,18.0,16.0,27.0,0.986611404196406,494.5,0.9936693096434056,0.9870971121751824,0.9937248037540454,0.9963058214601492,0.978775770577034,0.9958642013909867,0.0010861515675141,144534.0,2.0,0.9870971121751824,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,autoencoder,random,drop,binary,42,ok,,39.0,2.0,674497.0,144536.0,144534.0,0.0,0.0,0.0,18.0,14.0,18.0,15.0,26.0,0.9870334271805854,256.2,0.9938561168998298,0.987460937482735,0.9939059301555102,0.9964157995430952,0.9797435012292663,0.9955595868080394,0.0020735620834361,144534.0,2.0,0.987460937482735,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,xgboost,temporal,keep,binary,42,skipped,dataset has no timestamp column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,mlp,temporal,keep,binary,42,skipped,dataset has no timestamp column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,transformer,temporal,keep,binary,42,skipped,dataset has no timestamp column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,autoencoder,temporal,keep,binary,42,skipped,dataset has no timestamp column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,xgboost,temporal,drop,binary,42,skipped,dataset has no timestamp column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,mlp,temporal,drop,binary,42,skipped,dataset has no timestamp column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,transformer,temporal,drop,binary,42,skipped,dataset has no timestamp column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,autoencoder,temporal,drop,binary,42,skipped,dataset has no timestamp column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,xgboost,disjoint_ip,keep,binary,42,ok,,43.0,2.0,512013.0,224758.0,226796.0,0.0,0.0,0.0,14.0,3.0,3.0,17.0,17.0,0.9802446934355348,6.5,0.9897132224554224,0.9733408456862092,0.98965546458134,0.9942327991318298,0.9787362181112188,0.968103436646673,0.0595693298450392,226796.0,2.0,0.9733408456862092,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,mlp,disjoint_ip,keep,binary,42,ok,,43.0,2.0,512013.0,224758.0,226796.0,0.0,0.0,0.0,14.0,3.0,3.0,6.0,17.0,0.9563969423559978,123.9,0.9610398772465124,0.8844657045321854,0.957916161278595,0.9785238944763924,0.961636414258239,0.8336845999255528,0.32940229422419,226796.0,2.0,0.8844657045321854,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,transformer,disjoint_ip,keep,binary,42,ok,,43.0,2.0,512013.0,224758.0,226796.0,0.0,0.0,0.0,14.0,3.0,3.0,18.0,29.0,0.9326812124042476,426.3,0.9835799573184713,0.9600824828129054,0.9839985760498212,0.9907086291984571,0.9381670049056988,0.9852734769147254,0.0125578587240893,226796.0,2.0,0.9600824828129054,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,autoencoder,disjoint_ip,keep,binary,42,ok,,43.0,2.0,512013.0,224758.0,226796.0,0.0,0.0,0.0,14.0,3.0,3.0,7.0,18.0,0.9528669711095684,134.1,0.9583678724492496,0.8741242508939313,0.954539318638416,0.97710108795297,0.9633760192700216,0.8188945950785009,0.3597102032602133,226796.0,2.0,0.8741242508939313,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,xgboost,disjoint_ip,drop,binary,42,ok,,39.0,2.0,512013.0,224758.0,226796.0,0.0,0.0,0.0,14.0,3.0,3.0,29.0,29.0,0.9055551399544156,5.8,0.9368904213478192,0.7836258259930096,0.9258330035204692,0.9657315651239128,0.9552176139975684,0.716736974325218,0.5651841416784061,226796.0,2.0,0.7836258259930096,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,mlp,disjoint_ip,drop,binary,42,ok,,39.0,2.0,512013.0,224758.0,226796.0,0.0,0.0,0.0,14.0,3.0,3.0,30.0,41.0,0.9671166084344174,291.5,0.9584560574260568,0.8757549138275071,0.9549126293725676,0.9771216278561542,0.9572549474649332,0.823568130520103,0.3491648218957536,226796.0,2.0,0.8757549138275071,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,transformer,disjoint_ip,drop,binary,42,ok,,39.0,2.0,512013.0,224758.0,226796.0,0.0,0.0,0.0,14.0,3.0,3.0,10.0,21.0,0.9619534740211156,303.4,0.9889327854106774,0.9716201903802862,0.9889296578884011,0.9937861135730096,0.9718869443083242,0.9713538369610168,0.051157174481787,226796.0,2.0,0.9716201903802862,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v2,autoencoder,disjoint_ip,drop,binary,42,ok,,39.0,2.0,512013.0,224758.0,226796.0,0.0,0.0,0.0,14.0,3.0,3.0,13.0,24.0,0.9564490411164732,172.0,0.958169456251433,0.8732394642703794,0.954264728946806,0.9769976990425204,0.9640025012214732,0.8174771614273262,0.3626886697524653,226796.0,2.0,0.8732394642703794,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,xgboost,random,keep,binary,42,ok,,52.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,19.0,14.0,15.0,549.0,549.0,0.9894416701095268,18.1,0.9980266666666666,0.98958772649978,0.9980430396104146,0.9989615492562448,0.9816115696513904,0.9978654689259532,0.0023132398965845,150000.0,2.0,0.98958772649978,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,mlp,random,keep,binary,42,ok,,52.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,19.0,14.0,15.0,22.0,33.0,0.9370544259486924,341.1,0.9869466666666666,0.937746110324194,0.9876668727857556,0.9930898182459856,0.894893112731183,0.992943502601482,0.0004082188052796,150000.0,2.0,0.937746110324194,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,transformer,random,keep,binary,42,ok,,52.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,19.0,14.0,15.0,15.0,26.0,0.9429611319408332,475.3,0.98834,0.94370643736415,0.9889204551963348,0.9938321019871988,0.9040619153497836,0.9934824654521036,0.0008164376105592,150000.0,2.0,0.94370643736415,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,autoencoder,random,keep,binary,42,ok,,52.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,19.0,14.0,15.0,13.0,24.0,0.937449406966214,226.5,0.9870333333333332,0.9381139582029344,0.9877445850926508,0.9931360128174814,0.8954458429430068,0.9929890683528614,0.0004082188052796,150000.0,2.0,0.9381139582029344,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,xgboost,random,drop,binary,42,ok,,48.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,19.0,14.0,15.0,389.0,389.0,0.9630809717853824,13.1,0.9925333333333334,0.9625999313471874,0.9927804845427812,0.9960590300991576,0.9341162059970584,0.9956871468072992,0.0008164376105592,150000.0,2.0,0.9625999313471874,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,mlp,random,drop,binary,42,ok,,48.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,19.0,14.0,15.0,10.0,21.0,0.9205531474117048,208.6,0.98324,0.9222274076391812,0.9843623620386416,0.9911121481450056,0.8733051855696978,0.9889296853536276,0.0047625527282623,150000.0,2.0,0.9222274076391812,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,transformer,random,drop,binary,42,ok,,48.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,19.0,14.0,15.0,9.0,20.0,0.9213252018624613,396.6,0.9833,0.922442072536636,0.9844125202697952,0.9911444358422332,0.8737139585445197,0.9887676366445686,0.0051707715335419,150000.0,2.0,0.922442072536636,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,autoencoder,random,drop,binary,42,ok,,48.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,19.0,14.0,15.0,23.0,34.0,0.9248678959746808,327.5,0.98412,0.9257491169718411,0.9851320849970142,0.991582919899928,0.8784767374044715,0.9891987587537722,0.0051707715335419,150000.0,2.0,0.9257491169718411,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,xgboost,temporal,keep,binary,42,ok,,52.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,17.0,13.0,14.0,360.0,360.0,1.0,14.0,0.9989066666666668,0.96715882487312,0.9989415397384352,0.9994487061402034,0.9391757410980882,0.9990279176963244,0.0008488964346349,150000.0,2.0,0.96715882487312,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,mlp,temporal,keep,binary,42,ok,,52.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,17.0,13.0,14.0,5.0,16.0,1.0,153.6,0.99718,0.9189010771558932,0.9973260734875186,0.9985775248933144,0.8796545682096597,0.9674182902244016,0.0628183361629881,150000.0,2.0,0.9189010771558932,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,transformer,temporal,keep,binary,42,ok,,52.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,17.0,13.0,14.0,4.0,15.0,1.0,328.4,0.9919066666666668,0.8272549829073312,0.9932558651350998,0.9959047914614564,0.7461915977774207,0.99297368246507,0.0059422750424448,150000.0,2.0,0.8272549829073312,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,autoencoder,temporal,keep,binary,42,ok,,52.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,17.0,13.0,14.0,4.0,15.0,0.9994518801470168,145.5,0.99606,0.8969328632704563,0.9964232067346264,0.9980108042611198,0.8353811708035451,0.9870661054982584,0.0220713073005093,150000.0,2.0,0.8969328632704563,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,xgboost,temporal,drop,binary,42,ok,,48.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,17.0,13.0,14.0,536.0,536.0,1.0,19.9,0.9969733333333334,0.917932500206892,0.9972074361215184,0.9984724502705176,0.8621134159441589,0.9946848913912016,0.0076400679117147,150000.0,2.0,0.917932500206892,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,mlp,temporal,drop,binary,42,ok,,48.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,17.0,13.0,14.0,4.0,15.0,0.9994518801470168,148.6,0.9964666666666666,0.9039899371599526,0.99673678359636,0.9982167730995176,0.8505777959627707,0.977164924339942,0.0424448217317487,150000.0,2.0,0.9039899371599526,2.0,identity_features_drop,,,False,True,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,transformer,temporal,drop,binary,42,ok,,48.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,17.0,13.0,14.0,4.0,15.0,1.0,306.5,0.9933333333333332,0.8487035461334902,0.9943056974060674,0.996629115007854,0.770540095911846,0.9936926621858102,0.0059422750424448,150000.0,2.0,0.8487035461334902,2.0,identity_features_drop,,,False,True,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,autoencoder,temporal,drop,binary,42,ok,,48.0,2.0,700000.0,150000.0,150000.0,0.0,0.0,0.0,17.0,13.0,14.0,8.0,19.0,0.9994518801470168,191.8,0.9940066666666668,0.8569999511700167,0.9947727762913354,0.996971258965781,0.7847606903565971,0.9805571617683724,0.033106960950764,150000.0,2.0,0.8569999511700167,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,xgboost,disjoint_ip,keep,binary,42,ok,,52.0,2.0,506030.0,247583.0,246387.0,0.0,0.0,0.0,14.0,3.0,3.0,108.0,108.0,0.9403326695070507,8.6,0.9848206277116892,0.9163188704764595,0.9844193084447264,0.9920308538066523,0.9397152117239812,0.8955425096915675,0.2037141703673799,246387.0,2.0,0.9163188704764595,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,mlp,disjoint_ip,keep,binary,42,ok,,52.0,2.0,506030.0,247583.0,246387.0,0.0,0.0,0.0,14.0,3.0,3.0,4.0,15.0,0.8542784805351684,111.6,0.9712281897989749,0.8725564115161613,0.9734214724839853,0.9846951002299296,0.8244826596280665,0.9414563281770928,0.0916431166733952,246387.0,2.0,0.8725564115161613,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,transformer,disjoint_ip,keep,binary,42,ok,,52.0,2.0,506030.0,247583.0,246387.0,0.0,0.0,0.0,14.0,3.0,3.0,4.0,15.0,0.6740801200639925,235.9,0.8554428602158393,0.6633604004008576,0.8920844001903243,0.91764874532082,0.6285734287986366,0.9217165726669962,0.0046023415421881,246387.0,2.0,0.6633604004008576,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,autoencoder,disjoint_ip,keep,binary,42,ok,,52.0,2.0,506030.0,247583.0,246387.0,0.0,0.0,0.0,14.0,3.0,3.0,4.0,15.0,0.878554864082578,134.8,0.97432900274771,0.874534090901707,0.9751814422195172,0.9864307366876408,0.8514358133694178,0.901451222892736,0.1795720629794105,246387.0,2.0,0.874534090901707,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,xgboost,disjoint_ip,drop,binary,42,ok,,48.0,2.0,506030.0,247583.0,246387.0,0.0,0.0,0.0,14.0,3.0,3.0,49.0,49.0,0.8779800182565651,8.5,0.9832052827462489,0.9181337419142612,0.983783525286954,0.9911211624453924,0.8914511397296376,0.949367686532304,0.0882519176423092,246387.0,2.0,0.9181337419142612,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,mlp,disjoint_ip,drop,binary,42,ok,,48.0,2.0,506030.0,247583.0,246387.0,0.0,0.0,0.0,14.0,3.0,3.0,18.0,29.0,0.8851185577869033,213.8,0.9744426451070876,0.8773265674909034,0.9755027424218684,0.9864758349781256,0.8487769338747255,0.9119108852614556,0.1576100121114251,246387.0,2.0,0.8773265674909034,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,transformer,disjoint_ip,drop,binary,42,ok,,48.0,2.0,506030.0,247583.0,246387.0,0.0,0.0,0.0,14.0,3.0,3.0,15.0,26.0,0.9157568025361,392.4,0.981171896244526,0.914314688105599,0.9823935977551328,0.9900027369097056,0.8676340150045871,0.9774320114313486,0.0267258780783205,246387.0,2.0,0.914314688105599,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-BoT-IoT-v3,autoencoder,disjoint_ip,drop,binary,42,ok,,48.0,2.0,506030.0,247583.0,246387.0,0.0,0.0,0.0,14.0,3.0,3.0,12.0,23.0,0.880480103496651,162.0,0.9791709789883396,0.9044946176883858,0.98045563629228,0.9889457540667218,0.8608911627771358,0.9625758810097088,0.0558740411788453,246387.0,2.0,0.9044946176883858,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,xgboost,random,keep,binary,42,ok,,52.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,153489.0,69885.0,69870.0,459.0,459.0,0.9500723501734292,14.4,0.9993419682645456,0.9425055556593174,0.999345301331652,0.8853410740203193,0.9380680236581485,0.947034481545631,0.0003591894014066,120055.0,2.0,0.9425055556593174,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,mlp,random,keep,binary,42,ok,,52.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,153489.0,69885.0,69870.0,12.0,23.0,0.585078741218215,175.4,0.978176669026696,0.5822620510183052,0.9866317362045748,0.1755821271239773,0.5489071957024024,0.8984071127095334,0.0213675927627512,120055.0,2.0,0.5822620510183052,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,transformer,random,keep,binary,42,ok,,52.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,153489.0,69885.0,69870.0,13.0,24.0,0.6582845239165134,395.1,0.9907625671567198,0.6572819881132824,0.993429262885311,0.3192142418661756,0.6005906732044427,0.8769381052211583,0.0085871326661877,120055.0,2.0,0.6572819881132824,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,autoencoder,random,keep,binary,42,ok,,52.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,153489.0,69885.0,69870.0,4.0,15.0,0.5869357205411849,179.0,0.9800174919828412,0.5848572961096941,0.9875846764730952,0.1798290598290598,0.550558096045996,0.8759365613166904,0.0193878744340678,120055.0,2.0,0.5848572961096941,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,xgboost,random,drop,binary,42,ok,,48.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,153489.0,69885.0,69870.0,598.0,598.0,0.8729226631026843,12.6,0.9984090625130148,0.8720976832681724,0.9984799966019074,0.7449933244325768,0.8416526691999358,0.9085521249887992,0.00107756820422,120055.0,2.0,0.8720976832681724,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,mlp,random,drop,binary,42,ok,,48.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,153489.0,69885.0,69870.0,22.0,33.0,0.6039539866607407,255.0,0.9825246761900795,0.5985348715601119,0.9889346990757458,0.2059046177138531,0.5588117533930019,0.8903526155715109,0.0169487278012596,120055.0,2.0,0.5985348715601119,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,transformer,random,drop,binary,42,ok,,48.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,153489.0,69885.0,69870.0,7.0,18.0,0.7009574094509496,289.5,0.9937778518179168,0.6960072709245642,0.99516370547247,0.3951417004048583,0.6360583120233605,0.8550564573817844,0.0054296072305661,120055.0,2.0,0.6960072709245642,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,autoencoder,random,drop,binary,42,ok,,48.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,153489.0,69885.0,69870.0,25.0,36.0,0.6209455282743614,335.1,0.985156803131898,0.6125320345932531,0.990347400673822,0.2325581395348837,0.5678467413940574,0.8887482297128783,0.0142923968792288,120055.0,2.0,0.6125320345932531,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,xgboost,temporal,keep,binary,42,ok,,52.0,2.0,560256.0,120055.0,120054.0,0.0,0.0,0.0,136330.0,34492.0,35563.0,44.0,44.0,0.5052544220611231,5.8,0.995760241224782,0.5028364263329846,0.9936943823875566,0.0077972709551656,0.6645633413301346,0.5019556567660275,3.3459643487498644e-05,120054.0,2.0,0.5028364263329846,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,mlp,temporal,keep,binary,42,ok,,52.0,2.0,560256.0,120055.0,120054.0,0.0,0.0,0.0,136330.0,34492.0,35563.0,4.0,15.0,0.5836232272336637,116.1,0.9857647392006932,0.5838076145042653,0.98936584004407,0.1747947851279575,0.5564888066136566,0.6727166503253925,0.0115686717358026,120054.0,2.0,0.5838076145042653,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,transformer,temporal,keep,binary,42,ok,,52.0,2.0,560256.0,120055.0,120054.0,0.0,0.0,0.0,136330.0,34492.0,35563.0,12.0,23.0,0.5884581105169341,363.1,0.995976810435304,0.6959795605605882,0.9954309355330104,0.3939774153074027,0.7692284481319007,0.6542760805670598,0.0011125331459593,120054.0,2.0,0.6959795605605882,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,autoencoder,temporal,keep,binary,42,ok,,52.0,2.0,560256.0,120055.0,120054.0,0.0,0.0,0.0,136330.0,34492.0,35563.0,4.0,15.0,0.5685405271274331,180.6,0.9692138537658054,0.5523757954350705,0.9806843482756832,0.1204188481675392,0.5331440035778405,0.7351108917425608,0.0287920232209925,120054.0,2.0,0.5523757954350705,2.0,identity_features_keep,,,False,True,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,xgboost,temporal,drop,binary,42,ok,,48.0,2.0,560256.0,120055.0,120054.0,0.0,0.0,0.0,136330.0,34492.0,35563.0,46.0,46.0,0.5037103146834183,5.2,0.995735252469722,0.5028074859043319,0.9936816960462452,0.0077519379844961,0.609007733211157,0.5019431093997196,5.855437610312262e-05,120054.0,2.0,0.5028074859043319,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,mlp,temporal,drop,binary,42,ok,,48.0,2.0,560256.0,120055.0,120054.0,0.0,0.0,0.0,136330.0,34492.0,35563.0,5.0,16.0,0.5496897651974392,125.2,0.9847901777533444,0.5525300745917234,0.9886147103451334,0.1127308066083576,0.5357454816208083,0.6083965985401597,0.0120036471011401,120054.0,2.0,0.5525300745917234,2.0,identity_features_drop,,,False,True,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,transformer,temporal,drop,binary,42,ok,,48.0,2.0,560256.0,120055.0,120054.0,0.0,0.0,0.0,136330.0,34492.0,35563.0,14.0,25.0,0.6224660571585456,404.2,0.9967348026721308,0.7092405675680965,0.9959208080377328,0.4201183431952662,0.9185960509985778,0.6399265214349852,0.0002258525935406,120054.0,2.0,0.7092405675680965,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,autoencoder,temporal,drop,binary,42,ok,,48.0,2.0,560256.0,120055.0,120054.0,0.0,0.0,0.0,136330.0,34492.0,35563.0,8.0,19.0,0.5819460252468516,212.0,0.980700351508488,0.56966987072566,0.9866872696431483,0.1491002570694087,0.5445133426156928,0.6917779558662353,0.0168385655850836,120054.0,2.0,0.56966987072566,2.0,identity_features_drop,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,xgboost,disjoint_ip,keep,binary,42,ok,,52.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,80139.0,50868.0,50869.0,175.0,175.0,0.8845840117645765,10.8,0.999150389404856,0.8709993676808298,0.9991525313418892,0.7424242424242424,0.869138150034648,0.8728795233411991,0.000433846718617,120055.0,2.0,0.8709993676808298,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,mlp,disjoint_ip,keep,binary,42,ok,,52.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,80139.0,50868.0,50869.0,28.0,39.0,0.5900353795983985,294.7,0.9887551538878014,0.5880784274854559,0.9930053964312864,0.1818181818181818,0.5514192017434403,0.8752750611065734,0.0108711975838075,120055.0,2.0,0.5880784274854559,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
entity,NF-CICIDS2018-v3,transformer,disjoint_ip,keep,binary,42,ok,,52.0,2.0,560255.0,120055.0,120055.0,0.0,0.0,0.0,80139.0,50868.0,50869.0,27.0,38.0,0.6539455983083885,612.1,0.9942776227562368,0.6554065735275978,0.9960053658550136,0.3136863136863136,0.5974691024421043,0.8957781301782405,0.0053980543643311,120055.0,2.0,0.6554065735275978,2.0,identity_features_keep,,,False,False,results_v2/binary/results.csv
